CaseA,0.0005,0.00005,1,254282.094,330333.438,335243.719,300664.531,253344.719,207650.297,162723.016,131224.031,113018.227,98031.9766,86895.7891,79254.3828,73343.9531,69159.6016,63212.0742,56854.6016,49366.1484,44967.7891,38415.8594,32311.4043,26353.1543,22963.0996,18656.7402,15873.79,12974.833,10804.3076,9053.00977,7392.05762,6079.06982,5117.56201,4029.28149,3402.91187,2744.49927,2269.64038,1916.61938,1540.85364,1272.74353,1038.52832,858.596802,671.194824,557.455017,454.412079,378.291779,259447.969,336277.219,344464.219,313885,259606.453,210721.375,166324.828,134965.969,110853.461,98012.7813,87772.375,79862.9766,74076.2422,69758.3203,63317.332,56176.0234,49862.5391,44047.3984,36967.5234,31342.1953,26872.3809,22030.1094,18432.2168,15197.21,12274.7295,10472.8857,8310.2793,6860.66748,5906.92139,4678.98047,3837.35938,3067.25757,2551.7876,2099.39111,1765.69934,1404.05005,1263.32092,983.21637,803.959595,604.779419,507.917572,324.125122,364.881775
CaseA,0.0005,0.00005,2.3,30696.7832,40586.8477,41972.0234,37623.8203,31542.4063,25229.6035,20337.3086,16222.2803,14134.8789,11871.5732,11132.5049,9983.26855,9901.1582,8876.27832,8080.2373,7388.78467,6449.40283,5820.7749,4978.86523,4216.65332,3420.3252,3023.75977,2453.22266,2119.56519,1670.78967,1413.81873,1148.50659,1016.01343,834.753296,674.160217,539.579529,410.125275,323.019073,280.121399,254.115982,213.345032,186.851807,162.86969,132.440414,115.297562,69.1429443,53.643631,59.8777122,34381.1953,44307.2305,45400.6445,39450.9414,34353.3242,27466.4961,20842.0547,17976.8867,15635.667,13173.8594,11616.8047,11007.582,9922.625,9411.35352,9000.4541,8010.1333,6773.85156,5832.38184,5105.04248,4399.20898,3656.69727,3073.20117,2433.02002,1977.30859,1746.38452,1392.42761,1225.10498,974.25592,743.25885,682.094971,484.398315,385.480438,344.875336,277.629761,252.108017,191.918228,133.297272,93.5475464,93.5228043,77.1035385,77.6937408,50.6412926,11.4223785
CaseA,0.0005,0.00005,3.6,2852.71875,3738.9502,3631.73804,3793.57983,3036.60107,2577.00439,2090.4248,1725.33752,1499.14417,1243.67944,1185.51331,1037.9928,1108.48657,1133.83679,865.342407,774.609497,682.496216,627.169189,496.358887,512.261841,389.023621,334.062561,294.530304,207.760635,159.370163,138.81192,129.236557,105.170708,55.9145737,85.5689621,76.8235092,50.7481613,40.4932404,56.5504951,33.8044319,28.7473888,25.3381786,17.9365845,32.2281799,5.39488268,12.7259426,7.404881,7.50358391,2875.45605,4389.63965,4217.16113,4152.88916,3568.04443,2743.1665,2247.6936,1644.17236,1501.34668,1453.38306,1266.24146,1075.5957,999.422119,1103.17566,844.19928,752.017029,880.518616,613.43512,557.992859,425.486481,391.244934,272.084808,275.223755,166.217712,179.402313,95.6564941,132.118454,98.8927536,106.432655,106.108849,55.8432274,37.2886391,2.6712811,21.3860703,8.06871986,5.44238806,24.7023354,13.6010656,2.71974826,2.73792458,-13.8200197,-19.5717907,14.2264175
CaseA,0.0005,0.00005,4.9,787.80896,1093.11914,1242.98804,1136.34363,924.635803,781.093384,693.677124,613.802673,506.796021,542.352356,457.554504,384.752563,466.254791,336.555084,351.79425,318.207611,271.788544,255.804108,240.420197,185.356171,213.138733,112.344864,100.981781,54.7325211,76.0869904,88.2851715,47.9965897,57.90448,28.0529118,19.2990417,8.76428127,15.8027849,8.82726192,35.4267349,1.7821945,5.40115213,10.911808,9.02727032,19.7909527,5.40139008,1.82660174,3.7017467,5.63086176,800.553589,1447.46313,1150.87976,1062.24292,996.491882,744.253174,615.041992,466.323883,427.555908,480.68515,467.076874,465.035675,389.597229,329.196198,266.086792,293.768738,281.04007,255.007736,178.873642,216.449326,127.118004,107.255432,82.4574966,68.4353561,45.3359909,44.1073189,38.1679344,24.3830051,34.8835144,21.3259125,8.02147579,32.2780304,-29.8023453,-8.16525555,-16.3569489,0,-2.75991154,-27.3939762,2.73854494,-8.23559284,-22.2254562,-39.5929146,-14.4042406
CaseA,0.0005,0.00005,1,250392.938,328802.875,337230.719,305692.281,255240.828,205719.75,162621.313,131448.625,110849.398,97812.6406,86673.0313,78513.5313,73390.1719,68898.5547,63096.0664,57878.6016,50506.9336,43986.1758,37934.1211,32534.502,26871.8691,22568.918,18828.5762,15681.8711,12872.8535,10695.2393,8953.02637,7359.10693,6164.49658,5100.19824,4058.15039,3394.3064,2780.4873,2369.18823,1830.25342,1486.48645,1313.98132,974.283203,928.102844,708.698608,570.772949,524.367065,412.287933,260986.469,336031.625,343854.031,312922.063,263068.844,209155.609,168345.734,133620.938,111493.281,97666.875,86626.0391,79019.7969,74271.3594,68743.2188,62954.2656,56576.0391,50133.0234,43563.2539,36849.4414,31740.0664,25593.707,22121.8105,18558.3535,15382.833,12445.3428,10312.332,8222.78516,7149.12451,5723.91113,4793.12451,3755.271,3072.71704,2695.88892,2009.85046,1629.33948,1222.36621,1218.7218,1088.75769,793.668274,743.234924,483.571503,475.31601,399.242767
CaseA,0.0005,0.00005,2.3,30697.7676,39271.2969,41913.7734,36868.375,31350.7227,25881.8848,20948.9141,16361.2061,13761.5293,12063.2754,11097.1152,10185.7705,9788.88379,8972.24805,8344.88574,7164.52441,6460.48975,5686.08105,4914.78027,4169.83447,3417.42749,2944.85522,2365.646,2192.48608,1830.09375,1302.83679,1191.03992,895.631653,862.705933,649.559143,583.972656,428.229614,389.687866,272.149261,215.113449,199.344086,146.807755,145.508408,123.198181,87.9375763,101.79937,55.4844818,75.1083527,32870.0234,45130.1641,44574.1563,41312.418,34586.3047,27825.2324,21887.9609,17947.1836,15268.252,12924.5439,11955.6846,10478.6396,10052.9248,9411.94629,8419.68164,7811.25684,6909.56787,5878.62354,5001.34521,4489.44141,3547.37402,3036.29517,2462.43408,2064.85571,1735.18567,1349.86511,1067.39893,907.018005,778.529236,590.561646,456.436462,478.307251,344.650482,248.852676,242.369034,204.02063,126.878677,95.7283173,130.393799,84.6908646,77.2977219,30.8774147,34.256588
CaseA,0.0005,0.00005,3.6,2784.02271,3673.88037,4012.20752,3377.13501,2763.31055,2761.00781,2102.39233,1651.5116,1450.6991,1437.75513,1131.41785,1206.52551,985.585999,917.555481,902.530884,858.621704,669.134155,587.138245,596.78125,515.128052,352.524506,333.422607,265.824799,211.369232,176.398575,155.868652,124.700584,112.665596,71.8275375,73.4197693,40.1749878,49.1311798,15.9177418,26.5879059,32.1174774,28.8449078,-7.26417828,21.6176682,28.7072468,21.6327896,9.0756197,18.4522667,14.9930944,2486.45898,3789.91187,4060.96851,3772.70923,3095.64478,2672.99243,2144.76685,1680.6543,1805.88501,1528.78052,1381.77405,1124.4574,1045.41003,1007.40558,978.617126,784.177307,710.140503,551.637024,570.280334,504.424866,454.338928,403.717468,290.285034,229.886719,173.05751,115.509338,156.51152,93.3744278,66.2931595,79.0466614,26.4524269,68.8981476,42.7159271,8.06262493,5.40622377,13.6519823,22.0826893,8.21376133,16.3253746,-13.6487436,24.7980099,30.8547096,-11.4390249
CaseA,0.0005,0.00005,4.9,866.178528,1370.60657,1238.51331,1108.90491,1000.24341,880.877869,734.39209,656.060852,644.470581,463.277435,454.197937,409.465424,397.528961,479.485077,349.272064,325.891174,289.145935,202.674713,199.301285,171.40921,194.096115,138.266266,121.645386,101.226677,83.5976944,64.9810257,69.099762,45.5678825,54.2590103,15.7218218,17.4861679,40.4153214,28.2586346,15.9163589,24.8791637,34.1064262,47.1943588,7.19177485,7.17277145,18.0588207,3.66167593,16.6950512,9.4092617,918.856079,1550.99109,1414.80347,1630.64282,1162.57446,931.356262,798.901611,713.166626,705.125793,435.823334,395.746216,364.863007,377.316132,368.025909,316.59845,328.640594,309.777679,297.565338,172.911667,134.002777,147.447205,134.458527,79.0986938,108.101982,47.7066383,87.8140945,29.7450371,58.957901,21.2734222,34.5132408,39.8343201,47.9886436,50.7407188,10.7638197,10.8995638,13.7274199,24.996933,5.509583,13.7059526,24.6858692,0,31.0631008,0
CaseA,0.0005,0.00005,1,250693.172,325609.531,331064.25,304190.188,254093.703,207685.875,165277.234,131760.922,111696.25,97963.2969,86637.8594,80131.3516,73878.0313,69225.9844,63647.5117,57265.5195,50640.5,44242.5313,38481.6211,32146.3027,27073.627,22572.7832,18680.3555,15776.0801,12874.29,10653.6348,8803.42773,7278.35205,6283.46924,4930.61279,4059.44263,3345.83936,2643.67554,2325.74316,1887.41321,1660.56152,1242.68848,964.833313,878.169312,751.405518,587.651978,486.384979,396.371704,263111.969,335338.656,344393.906,312951.031,262446.094,209861.516,168138.75,132536.594,111357.516,96804.9375,85670.5781,79861.0391,74006.9766,69436.2266,63125.9297,55973.5156,49757.3477,42990.8984,37261.6602,31506.4961,26235.4004,21881.2754,18122.2852,15480.4805,12329.6211,10207.5654,8600.59961,7077.40625,5821.34277,4796.87451,3711.2146,3198.05322,2563.63916,2104.35303,1757.49219,1382.54871,1165.12512,964.416565,732.39856,654.213196,520.451538,487.146545,412.838928
CaseA,0.0005,0.00005,2.3,31030.9844,39746.6016,40522.6719,37926.4766,31370.3789,26360.418,20307.5703,16391.8105,13806.8438,12219.833,11093.9033,10230.5654,9972.28125,8980.73047,8156.14453,7465.74561,6722.74658,5668.74609,4745.79395,4188.81006,3499.03979,3005.08765,2414.44824,1950.47253,1589.77844,1343.66296,1159.46411,952.075745,726.012695,725.753296,547.109985,427.637634,362.853699,291.182434,251.846146,164.718506,150.477036,118.909966,87.9584351,93.835228,76.599762,40.7181053,31.830471,33036.0117,43387.8125,44069.9297,41606.4336,34952.2383,27714.4688,21706.7637,17349.0469,14990.4512,13162.7998,11957.332,10921.5371,9720.16016,9333.13672,8437.13086,7838.31348,6617.45947,5862.13867,5029.35303,4216.03857,3827.31348,2898.57642,2529.78979,1950.80212,1643.31665,1462.91675,1203.67847,981.672607,720.980164,648.540161,442.58963,446.829681,278.884521,246.412582,204.541916,173.884583,164.885269,106.316872,119.12616,111.851952,38.7319908,61.8830261,56.9126053
